headline,url,site,y
Here''s How Mexico Is Reacting To Donald Trump''s Visit,http://www.buzzfeed.com/karlazabludovsky/trump-in-mexico-reactions,buzzfeed,1
15 Facts About The Imploding U.S. Economy That The Mainstream Media Doesn't Want You To See,http://www.activistpost.com/2016/06/15-facts-about-the-imploding-economy.html,activistpost,1
NY Couple Loses $25k Because Their Bank Doesn''t Keep Records,http://www.activistpost.com/2016/06/ny-couple-loses-25k-because-their-bank-doesnt-keep-records.html,activistpost,1
"Yanis Varoufakis on the European Constitution, Economic Disintegration and Orwellianism",http://www.activistpost.com/2016/07/yanis-varoufakis-on-the-european-constitution-economic-disintegration-and-orwellianism.html,activistpost,1
CA Senate Gives Final Approval to Bill to Curb Asset Forfeiture; Close Federal Loophole,http://www.activistpost.com/2016/09/california-senate-final-approval-bill-curb-asset-forfeiture.html,activistpost,1
Federal Judge Refuses To Allow Mississippi To Enforce Anti-LGBT Law During Appeal,http://www.buzzfeed.com/chrisgeidner/federal-judge-refuses-to-allow-mississippi-to-enforce-anti-l,buzzfeed,1
Community Wins as Nestle Drops Water Extraction Plans,http://www.activistpost.com/2016/06/community-wins-as-nestle-drops-water-extraction-plans.html,activistpost,1
NASA Releases Never Before Seen Images From Apollo Missions!,http://dailybuzzlive.com/nasa-releases-never-before-seen-images-from-apollo-missions/,dailybuzz,1
People Can't Believe What This Wealthy Actor Says His Daily Life Is Like,http://www.buzzfeed.com/davidmack/eat-the-rich,buzzfeed,1
Starbucks Chooses Milan For Its First Store In Italy,http://www.buzzfeed.com/mbvd/starbucks-opens-in-milan-italy,buzzfeed,1
"Was Orlando Shooting A False Flag? Shooter Has Ties To FBI, Regular At Club, Did Not Act Alone?",http://www.activistpost.com/2016/06/was-orlando-shooting-a-false-flag-shooter-has-ties-to-fbi-regular-at-club-did-not-act-alone.html,activistpost,1
Anonymous ' 'úMessage to the Citizens of America'ù,http://dailybuzzlive.com/anonymous-message-citizens-america/,dailybuzz,1
North Carolina State Trooper Fatally Shoots Deaf Man At Traffic Stop,http://www.buzzfeed.com/tamerragriffin/north-carolina-state-trooper-fatally-shoots-deaf-man-at-traf,buzzfeed,1
Hillary Clinton: 'úVictory Fund'ù Gets Massive Cash Injection from Hedge Fund Management (Soros),http://21stcenturywire.com/2016/04/08/hillary-clinton-victory-fund-gets-massive-cash-injection-from-the-hedge-fund-management/,21stcenturywire,1
Trump Family Connection Raises Questions For Tech Investor Josh Kushner,http://www.buzzfeed.com/nitashatiku/josh-kushner-thrive-trump,buzzfeed,1
"President Obama Calls Trump's Claims Of A Rigged Election ""Ridiculous""",http://www.buzzfeed.com/salvadorhernandez/president-calls-trumps-claims-of-a-rigged-election-ridiculou,buzzfeed,1
Hillary Clinton And Tim Kaine Campaign As Running Mates,http://www.buzzfeed.com/rubycramer/hillary-clinton-tim-kaine-vice-president,buzzfeed,1
"Judge Orders Bailiff To Taser Black Defendant In Court For No Reason, Judge Fined $5,000",http://dailybuzzlive.com/judge-orders-bailiff-taser-black-defendant-court-no-reason-judge-fined-5000/,dailybuzz,1
Globalism: A Psychological GPS System For The Masses,http://www.activistpost.com/2016/08/globalism-psychological-gps-system-masses.html,activistpost,1
"ORLANDO 'òKNOWN WOLF'' Watched by FBI, Worked with DHS, Amid Crisis Actors, Drills & CI''s",http://21stcenturywire.com/2016/06/16/orlando-known-wolf-watched-by-fbi-worked-with-dhs-amid-crisis-actors-drills-cis/,21stcenturywire,1
"This Old Man Drops His Hat On The Street, Now Keep Your Eye On The Crowd!",http://dailybuzzlive.com/this-old-man-drops-his-hat-on-the-street-now-keep-your-eye-on-the-crowd/,dailybuzz,1
Would a Hillary Clinton Presidency Mean More Wars?,http://21stcenturywire.com/2016/04/12/would-a-hillary-clinton-presidency-mean-more-wars/,21stcenturywire,1
"The Vagaries of Tobacco, Food, and Vaccine Ads and Their Impacts Upon Health?",http://www.activistpost.com/2016/06/the-vagaries-of-tobacco-food-and-vaccine-ads-and-their-impacts-upon-health.html,activistpost,1
"If You Love Your Children, This Is Why You Should NEVER Feed Them Hotdogs Again'¶. EVER!",http://dailybuzzlive.com/if-you-love-your-children-this-is-why-you-should-never-feed-them-hotdogs-again-ever/,dailybuzz,1
Mexican Singer Juan Gabriel Dies At 66,http://www.buzzfeed.com/claudiakoerner/mexican-singer-juan-gabriel-dies,buzzfeed,1
"Nurse Put the Camera in Baby Girls Incubator, Then Dad Can't Believe What He Sees!",http://dailybuzzlive.com/nurse-put-camera-baby-girls-incubator-dad-cant-believe-sees/,dailybuzz,1
Dylann Roof Assaulted By A Fellow Inmate Outside Jail Shower,http://www.buzzfeed.com/tasneemnashrulla/dylann-roof-assaulted-by-a-fellow-inmate-outside-jail-shower,buzzfeed,1
There Are Major Side Effects to Marijuana But It's Not What You Think,http://www.activistpost.com/2016/06/there-are-major-side-effects-to-marijuana-but-its-not-what-you-think.html,activistpost,1
Harvard Study Finally Admits Drug Prices are High Because Govt Grants Big Pharma a Monopoly,http://www.activistpost.com/2016/08/harvard-study-finally-admits-drug-prices-high-govt-grants-big-pharma-monopoly.html,activistpost,1
5-Year-Old Boy Wounded In Shootout Between His Mother And Baltimore County Police,http://www.buzzfeed.com/adolfoflores/boy-shot-in-fatal-baltimore-police-shootout-with-mother,buzzfeed,1
15 Common Sense Reasons To Free Yourself From Politics,http://www.activistpost.com/2016/07/15-common-sense-reasons-to-free-yourself-from-politics.html,activistpost,1
Leaked Global 'úTerrorism'ù Database Reveals 2.2 Million People Tracked by Intel Agencies,http://www.activistpost.com/2016/06/leaked-global-terrorism-database.html,activistpost,1
The Great American Netflix Boom Is Slowing Down,http://www.buzzfeed.com/matthewzeitlin/the-great-american-netflix-boom-is-slowing-down,buzzfeed,1
These Wrestling Champs Celebrated By Hoisting Their Coach On Their Goddamn Shoulders,http://www.buzzfeed.com/krishrach/these-athletes-celebrated-winning-their-gold-medals-with-god,buzzfeed,1
Supreme Court Halts Order Allowing Transgender Student To Use Restroom Of His Gender Identity,http://www.buzzfeed.com/chrisgeidner/supreme-court-halts-order-allowing-transgender-student-to-us,buzzfeed,1
Muslim American Veterans Blast Trump's Comments About Khizr And Ghazala Khan,http://www.buzzfeed.com/talalansari/muslim-american-veterans-slam-trumps-on-khan-family,buzzfeed,1
"Yes, Your Worst Fears Have Come True ' Fruit Snacks Actually AREN''T Healthy!",http://dailybuzzlive.com/yes-your-worst-fears-have-come-true-fruit-snacks-actually-arent-healthy/,dailybuzz,1
Nuns Defy Marijuana Cultivation Ban in Californian Town and Grow the Plant to Heal the Sick,http://www.activistpost.com/2016/06/nuns-defy-marijuana-cultivation-ban-in-californian-town-heal-the-sick.html,activistpost,1
Inside The Global 'úClub'ù That Helps Executives Escape Their Crimes,http://www.buzzfeed.com/chrishamby/super-court,buzzfeed,1
"Urban Farmers Targeted By City, Issued Multiple Threats After Their Property Was Vandalized",http://www.activistpost.com/2016/07/urban-farmers-targeted-city-issued-multiple-threats-property-vandalized.html,activistpost,1
"CASTING CRISIS: Orlando''s Actors, Agents and Casualty Role Players",http://21stcenturywire.com/2016/06/18/casting-crisis-orlandos-actors-agents-and-casualty-role-players/,21stcenturywire,1
"VFW Says Trump Is ""Out Of Bounds"" With Comments About Khan Family",http://www.buzzfeed.com/emaoconnor/vfw-says-trump-is-out-of-bounds,buzzfeed,1
"Tim Kaine Has A Long, Complicated History With The Death Penalty",http://www.buzzfeed.com/chrismcdaniel/tim-kaines-complicated-history-with-the-death-penalty,buzzfeed,1
"Guy Spots Newborn Deer Laying In Middle Of The Road, Then He Notices THIS!",http://dailybuzzlive.com/guy-spots-newborn-deer-laying-in-middle-of-the-road-then-he-notices-this/,dailybuzz,1
Weighing Up Pros and Cons: U.S. Considered Nuking Afghanistan After 9/11,http://21stcenturywire.com/2015/08/30/weighing-up-pros-and-cons-u-s-considered-nuking-afghanistan-after-911/,21stcenturywire,1
A Look At The Republican Party That Emerged From Cleveland,http://www.buzzfeed.com/evanmcsan/a-look-at-the-republican-party-that-emerged-from-cleveland,buzzfeed,1
"U.N. Vehicles, Mysterious Troop Movement Spotted In VA, NC, W.VA, Ohio",http://www.activistpost.com/2016/06/u-n-vehicles-mysterious-troop-movement-spotted-in-va-nc-w-va-ohio.html,activistpost,1
"Their 6 Year Old Son Passed Away, But It Was What They Found After He Died That Broke My Heart",http://dailybuzzlive.com/their-6-year-old-son-passed-away-but-it-was-what-they-found-after-he-died-that-broke-my-heart/,dailybuzz,1
Two United Pilots Were Arrested On Suspicion Of Being Drunk Before Flying,http://www.buzzfeed.com/claudiarosenbaum/two-united-pilots-were-arrested-on-suspicion-of-being-drunk,buzzfeed,1
Long-overdue Vaccines Survey Online: Vaccinated v. Non-Vaccinated Children,http://www.activistpost.com/2016/06/long-overdue-vaccines-survey-online-vaccinated-v-non-vaccinated-children.html,activistpost,1
Secret Cameras Have Been Warrantlessly Recording an Entire City''s Every Move from Above,http://www.activistpost.com/2016/08/secret-cameras-have-been-warrantlessly-recording-an-entire-citys-every-move-from-above.html,activistpost,1
Legal Experts Raise Alarm over Shocking Use of 'úKiller Robot'ù in Dallas,http://www.activistpost.com/2016/07/police-use-killer-robot-in-dallas.html,activistpost,1
28 Reasons Why You Should NEVER Delete Your Facebook,http://dailybuzzlive.com/28-reasons-why-you-should-never-delete-your-facebook/,dailybuzz,1
"'¶Meanwhile, All Hell Has Broken Loose in the South China Sea",http://www.activistpost.com/2016/07/meanwhile-hell-broken-loose-south-china-sea.html,activistpost,1
"It Looks Like He''s Just Stacking Coins At First, But Wait Until You See What Happens!",http://dailybuzzlive.com/it-looks-like-hes-just-stacking-coins-at-first-but-wait-until-you-see-what-happens/,dailybuzz,1
School District Exposed: Don''t Eat That! You Won''t Believe What They Are Feeding Your Kids!,http://dailybuzzlive.com/school-district-exposed-dont-eat-that-you-wont-believe-what-they-are-feeding-your-kids/,dailybuzz,1
Premature Babies Die In Hospital Fire In Baghdad,http://www.buzzfeed.com/rosebuchanan/premature-babies-die-in-hospital-fire-in-baghdad,buzzfeed,1
Man Who Claims To Be Bitcoin Inventor Says He Doesn't Have Courage To Present Proof,http://www.buzzfeed.com/tasneemnashrulla/man-who-claims-to-be-bitcoin-inventor-says-he-doesnt-have-co,buzzfeed,1
3 Children And A Man Died In A Suspicious Fire In Chicago,http://www.buzzfeed.com/tasneemnashrulla/children-and-a-man-dead-in-chicago-fire,buzzfeed,1
"UNHOLY ALLIANCE: Hillary Clinton''s Saudi Sponsors Support Terrorism, Islamist Extremism",http://21stcenturywire.com/2016/08/26/unholy-alliance-hillary-clinton-saudi-sponsors-support-terrorism-extremism/,21stcenturywire,1
Aliens On The Moon ' Proof Of Apollo 11 Cover-Up,http://dailybuzzlive.com/aliens-on-the-moon-proof-of-apollo-11-cover-up/,dailybuzz,1
"Thousands Of McDonald''s Customers Exposed To Hepatitis A, Sparking Class Action Law Suit",http://dailybuzzlive.com/thousands-of-mcdonalds-customers-exposed-to-hepatitis-a-sparking-class-action-law-suit/,dailybuzz,1
Police Taser Man In A Wheelchair And It Was All Caught On Video!,http://dailybuzzlive.com/police-taser-man-in-a-wheelchair-and-it-was-all-caught-on-video/,dailybuzz,1
Happy 4th of July: Here are 10 Ways America is Number 1 'î That are No Reason for Celebration,http://www.activistpost.com/2016/07/happy-4th-of-july-here-are-10-ways-america-is-number-1-that-are-no-reason-for-celebration.html,activistpost,1
U.S. Control of the Internet Is About to be Given Away to Oppressive Governments,http://www.activistpost.com/2016/08/u-s-control-internet-given-away-oppressive-governments.html,activistpost,1
Libertarian VP Candidate William Weld: AR-15s Can Be 'Weapons of Mass Destruction'ù and Handguns Are 'Even Worse'ù,http://www.activistpost.com/2016/08/libertarian-vp-candidate-william-weld-ar-15s-can-weapons-mass-destruction-handguns-even-worse.html,activistpost,1
10 People Who Used Money In The Most Ghetto-Fabulous Way,http://dailybuzzlive.com/10-people-who-used-money-in-the-most-ghetto-fabulous-way/,dailybuzz,1
"The New Philippine President's First 30 Days In Office, Explained For Americans",http://www.buzzfeed.com/isabellelaureta/30-days-of-du30,buzzfeed,1
"CULT CRIMES, MASS SHOOTINGS & MEDIA MIND CONTROL: Natural Born Killers (1994)",http://21stcenturywire.com/2016/08/13/cult-crimes-mass-shootings-media-mind-control-natural-born-killers-1994/,21stcenturywire,1
Teacher Accused Of Punishing Students For Speaking Spanish Is Reassigned,http://www.buzzfeed.com/adolfoflores/teacher-accused-of-punishing-students-for-speaking-spanish-i,buzzfeed,1
Meet The EU's New Chief Brexit Negotiator,http://www.buzzfeed.com/albertonardelli/meet-the-eus-new-chief-brexit-negotiator,buzzfeed,1
A Young Woman Is Facing Life In Prison For Selling Heroin To Someone Who Fatally Overdosed,http://www.buzzfeed.com/mikehayes/a-young-woman-is-facing-life-in-prison-for-selling-heroin-to,buzzfeed,1
A Primer: USAID and US Hegemony,http://www.activistpost.com/2016/07/a-primer-usaid-and-us-hegemony.html,activistpost,1
Bioweapons: At the Breaking Point of What We Call History,http://www.activistpost.com/2016/08/bioweapons-breaking-point-call-history.html,activistpost,1
10 Stories Of People Dying Then Coming Back To Life ' This Is What They Saw!,http://dailybuzzlive.com/10-stories-of-people-dying-then-coming-back-to-life-this-is-what-they-saw/,dailybuzz,1
"9 Dead In 'úSuspected Terror Attack'ù Shooting Spree In Munich, Germany",http://www.activistpost.com/2016/07/9-dead-in-munich-germany-suspected-terror-attack.html,activistpost,1
Trump On Hillary Clinton: She's Killed Hundereds Of Thousands Of People With Her Stupidity,http://dailybuzzlive.com/trump-on-hillary-clinton/,dailybuzz,1
US-UK DIRTY WAR: 'òLatin American-style'' Death Squads in Iraq Revealed Through Chilcot,http://21stcenturywire.com/2016/07/14/us-uk-dirty-war-latin-american-style-death-squads-in-iraq-revealed-through-chilcot/,21stcenturywire,1
Animals Who Don''t F*ck Around,http://dailybuzzlive.com/animals-dont-fck-around/,dailybuzz,1
Soros Got Hacked. Can You Guess What We Found?,http://www.activistpost.com/2016/08/soros-got-hacked-can-guess-found.html,activistpost,1
See Why This Amputee Veteran And Service Dog Were Kicked Out Of Starbucks,http://dailybuzzlive.com/see-why-this-amputee-veteran-and-service-dog-were-kicked-out-of-starbucks/,dailybuzz,1
"Father Of The Bride Stops Wedding To Do THIS To Bride's Step-Dad, And It Shocked Everyone!",http://dailybuzzlive.com/father-of-the-bride-stops-wedding/,dailybuzz,1
Baffled Republicans Wonder: Who Was Trump''s Immigration Speech For?,http://www.buzzfeed.com/mckaycoppins/baffled-republicans-wonder-who-was-trumps-immigration-speech,buzzfeed,1
Inside The Real US Ground War On ISIS,http://www.buzzfeed.com/mikegiglio/inside-the-real-us-ground-war-on-isis,buzzfeed,1
19 People That Are So Stupid You Can Only Hope They''ll Never Reproduce,http://dailybuzzlive.com/19-people-that-are-so-stupid-you-can-only-hope-theyll-never-reproduce/,dailybuzz,1
This 'òBabies Scared Of Their Shadow'' Compilation Is Truly Hilarious!,http://dailybuzzlive.com/this-babies-scared-of-their-shadow-compilation-is-truly-hilarious/,dailybuzz,1
Assad: 'Aleppo Is The Grave Of Butcher Erdogan's Dreams'ù,http://www.activistpost.com/2016/06/assad-aleppo-is-the-grave-of-butcher-erdogans-dreams.html,activistpost,1
"Korybko on Migrant Crisis: 'òStrategically engineered, weapons of mass migration''",http://21stcenturywire.com/2016/02/17/korybko-on-migrant-crisis-strategically-engineered-weapons-of-mass-migration/,21stcenturywire,1
Leonardo DiCaprio''s Face When Lady Gaga Walks By Is Nothing More Than EPIC!,http://dailybuzzlive.com/leonardo-dicaprios-face-when-lady-gaga-walks-by-is-nothing-more-than-epic/,dailybuzz,1
Ukraine Lobbying Contract Linked To Manafort Also Involved Another Trump Aide,http://www.buzzfeed.com/rosiegray/ukraine-lobbying-contract-linked-to-manafort-also-involved-a,buzzfeed,1
Paglia: 'òTransgender Mania is a Symptom of Cultural Collapse'',http://21stcenturywire.com/2016/05/30/paglia-transgender-mania-is-a-symptom-of-cultural-collapse/,21stcenturywire,1
